order_id,customer_id,order_date,payment_method,marketing_channel,total_amount
5644,578,2024-05-21,PayPal,Social Media,56.3
5645,126,2023-03-01,Card,Organic,490.2
5646,1965,2024-10-10,Bank Transfer,Referral,262.88
5647,1245,2024-03-07,PayPal,Referral,174.89
5648,1328,2023-09-04,Bank Transfer,Referral,360.84
5649,1067,2023-05-03,Card,Social Media,313.48
5650,1915,2023-01-31,Bank Transfer,Organic,37.5
5651,253,2024-01-04,Bank Transfer,Social Media,382.59
5652,1651,2023-11-30,Card,Social Media,184.9
5653,1177,2024-07-03,PayPal,Email,388.53
5654,1837,2024-10-24,Bank Transfer,Social Media,454.46
5655,1352,2024-02-10,Card,Referral,140.9
5656,1768,2024-11-11,Card,Email,458.86
5657,1292,2024-10-13,Card,Referral,105.1
5658,1579,2023-06-19,Bank Transfer,Paid Ads,299.13
5659,1462,2023-02-07,Bank Transfer,Organic,337.85
5660,28,2023-11-07,Card,Organic,36.85
5661,1878,2023-10-15,Card,Organic,369.48
5662,343,2024-08-14,Card,Email,101.33
5663,1986,2023-03-23,Bank Transfer,Email,22.95
5664,1886,2023-12-18,Bank Transfer,Referral,36.57
5665,327,2023-09-01,Card,Organic,212.39
5666,1975,2023-10-26,Card,Social Media,115.86
5667,183,2024-04-19,Bank Transfer,Paid Ads,361.57
5668,1304,2024-07-04,Card,Social Media,397.26
5669,317,2023-11-24,Card,Social Media,311.86
5670,433,2023-07-22,PayPal,Referral,448.84
5671,533,2023-09-30,Bank Transfer,Social Media,101.29
5672,1263,2023-06-10,Bank Transfer,Social Media,79.01
5673,895,2023-06-28,Card,Social Media,121.53
5674,1277,2023-05-22,Bank Transfer,Email,439.49
5675,1667,2023-12-13,Card,Social Media,290.4
5676,1912,2023-06-18,PayPal,Organic,63.96
5677,1570,2023-01-04,Bank Transfer,Organic,365.58
5678,1457,2024-06-26,Card,Referral,260.96
5679,1471,2024-01-03,Card,Referral,95.21
5680,1501,2024-03-04,PayPal,Email,364.72
5681,87,2024-02-06,Bank Transfer,Social Media,407.66
5682,1898,2024-09-01,Card,Organic,163.14
5683,1887,2023-02-09,Card,Paid Ads,145.65
5684,986,2023-11-24,Card,Paid Ads,335.96
5685,1108,2024-08-23,Card,Email,323.52
5686,1223,2024-02-23,PayPal,Paid Ads,102.73
5687,727,2024-10-22,PayPal,Email,165.61
5688,1633,2023-08-11,Card,Social Media,426.01
5689,940,2024-04-05,Card,Email,258.98
5690,189,2023-03-05,Bank Transfer,Email,378.17
5691,1352,2024-01-14,Card,Email,268.33
5692,723,2023-11-09,Bank Transfer,Referral,309.78
5693,1000,2024-02-12,Card,Social Media,284.84
5694,886,2024-03-28,PayPal,Social Media,134.82
5695,1442,2023-09-17,Bank Transfer,Referral,382.25
5696,1166,2023-03-31,Card,Paid Ads,278.05
5697,564,2023-05-18,PayPal,Organic,269.98
5698,1246,2023-05-18,Card,Email,188.64
5699,738,2024-11-30,Card,Paid Ads,455.17
5700,504,2023-04-23,PayPal,Referral,495.09
5701,99,2023-06-10,Bank Transfer,Paid Ads,243.66
5702,1777,2024-07-03,PayPal,Referral,63.74
5703,1899,2023-01-27,Card,Organic,365.7
5704,1307,2024-07-05,Bank Transfer,Email,476.88
5705,666,2024-09-27,Card,Organic,167.72
5706,1680,2024-06-03,PayPal,Referral,112.81
5707,635,2024-06-13,PayPal,Social Media,284.08
5708,850,2024-03-22,Card,Organic,380.46
5709,1643,2024-02-23,Card,Email,236.76
5710,1858,2024-03-17,Bank Transfer,Social Media,122.16
5711,370,2023-02-13,Bank Transfer,Referral,203.1
5712,424,2024-12-15,Bank Transfer,Referral,357.28
5713,1155,2024-03-03,Card,Paid Ads,423.38
5714,262,2023-10-07,PayPal,Social Media,198.78
5715,543,2023-06-16,PayPal,Email,456.46
5716,57,2023-09-07,Card,Referral,425.79
5717,686,2024-01-15,Card,Referral,67.77
5718,581,2024-01-06,Bank Transfer,Email,472.19
5719,1334,2024-08-13,Bank Transfer,Email,493.65
5720,204,2024-01-24,Card,Email,354.94
5721,1052,2024-12-08,Bank Transfer,Social Media,151.74
5722,1334,2023-06-17,PayPal,Email,153.27
5723,193,2024-03-16,Bank Transfer,Organic,435.48
5724,1027,2023-10-27,PayPal,Paid Ads,219.4
5725,1842,2024-08-16,Bank Transfer,Paid Ads,228.79
5726,1883,2023-07-02,Card,Referral,211.68
5727,1315,2024-11-12,PayPal,Organic,35.21
5728,1052,2023-07-11,PayPal,Organic,50.17
5729,846,2024-09-10,Card,Referral,433.63
5730,68,2023-06-06,PayPal,Referral,68.19
5731,256,2024-06-06,PayPal,Organic,157.19
5732,677,2023-05-08,Bank Transfer,Organic,325.12
5733,1412,2023-09-20,Card,Email,138.59
5734,1505,2023-06-11,Bank Transfer,Referral,168.22
5735,133,2023-02-09,PayPal,Paid Ads,298.8
5736,1104,2023-07-18,PayPal,Organic,446.91
5737,705,2023-10-12,Bank Transfer,Paid Ads,391.6
5738,399,2024-10-06,Card,Organic,285.02
5739,1813,2024-03-01,PayPal,Referral,457.61
5740,339,2023-11-20,PayPal,Email,95.93
5741,1360,2024-02-02,Bank Transfer,Organic,484.68
5742,280,2024-11-21,Bank Transfer,Organic,204.82
5743,1511,2024-10-16,Bank Transfer,Email,435.82
5744,1411,2023-11-03,Card,Email,280.91
5745,1808,2024-10-12,Bank Transfer,Organic,199.73
5746,1042,2023-10-05,Bank Transfer,Organic,326.88
5747,102,2023-04-04,Bank Transfer,Paid Ads,59.91
5748,1898,2023-12-11,PayPal,Referral,475.05
5749,1512,2024-01-26,PayPal,Organic,187.32
5750,849,2024-08-14,Card,Social Media,426.04
5751,772,2024-12-18,Card,Social Media,460.73
5752,675,2024-02-13,PayPal,Organic,430.39
5753,1251,2024-10-15,Card,Email,401.27
5754,1365,2023-11-10,PayPal,Email,92.6
5755,1700,2023-12-29,PayPal,Referral,54.56
5756,1151,2024-01-17,Bank Transfer,Email,222.36
5757,439,2024-02-07,PayPal,Referral,408.25
5758,1305,2023-03-30,PayPal,Organic,65.79
5759,1043,2024-12-12,Bank Transfer,Email,410.29
5760,404,2023-11-24,Bank Transfer,Organic,490.98
5761,1987,2023-01-01,Card,Organic,340.52
5762,933,2023-08-19,Bank Transfer,Social Media,76.3
5763,476,2023-01-13,Bank Transfer,Social Media,498.1
5764,1251,2024-02-04,PayPal,Referral,72.37
5765,302,2024-10-30,PayPal,Email,254.01
5766,712,2024-03-18,Bank Transfer,Paid Ads,96.1
5767,1707,2024-04-09,Bank Transfer,Email,314.85
5768,51,2023-05-22,PayPal,Social Media,406.21
5769,489,2023-03-28,PayPal,Email,324.26
5770,1050,2024-08-15,PayPal,Social Media,402.82
5771,37,2023-12-24,Bank Transfer,Organic,131.48
5772,1016,2023-02-16,PayPal,Referral,427.72
5773,301,2023-10-12,PayPal,Organic,296.46
5774,207,2024-12-06,Bank Transfer,Social Media,288.58
5775,1629,2023-12-15,PayPal,Organic,392.42
5776,1889,2023-07-15,Card,Email,432.34
5777,1249,2023-08-24,PayPal,Social Media,350.88
5778,1309,2023-01-17,PayPal,Social Media,197.55
5779,588,2024-06-09,Bank Transfer,Social Media,478.53
5780,1439,2024-12-25,PayPal,Organic,367.31
5781,1097,2024-06-25,Bank Transfer,Paid Ads,274.33
5782,1370,2024-12-19,PayPal,Referral,116.37
5783,1996,2023-03-02,Bank Transfer,Paid Ads,445.72
5784,1690,2023-11-24,Bank Transfer,Paid Ads,371.28
5785,1604,2024-03-15,PayPal,Social Media,195.52
5786,1875,2023-09-29,Card,Email,117.04
5787,1439,2024-01-29,Bank Transfer,Paid Ads,224.61
5788,248,2024-11-09,Bank Transfer,Organic,145.37
5789,1064,2024-04-03,PayPal,Referral,344.4
5790,1335,2024-01-16,Bank Transfer,Social Media,438.88
5791,766,2024-09-30,PayPal,Organic,496.76
5792,1434,2024-02-13,PayPal,Social Media,78.79
5793,1628,2023-08-18,Card,Social Media,330.92
5794,1097,2024-06-10,PayPal,Organic,378.63
5795,498,2023-09-12,Bank Transfer,Paid Ads,34.21
5796,139,2023-01-13,Card,Social Media,41.65
5797,90,2024-10-03,Card,Social Media,174.59
5798,991,2024-10-03,PayPal,Paid Ads,255.53
5799,1940,2024-12-17,PayPal,Organic,473.73
5800,1522,2023-06-21,PayPal,Social Media,61.8
5801,840,2023-07-20,Card,Social Media,290.86
5802,428,2024-03-03,PayPal,Paid Ads,329.95
5803,93,2024-10-12,PayPal,Organic,350.14
5804,447,2023-01-07,Bank Transfer,Organic,374.82
5805,303,2023-06-15,Card,Paid Ads,100.34
5806,1676,2024-11-19,Bank Transfer,Email,326.04
5807,1010,2023-10-06,Card,Social Media,383.52
5808,1761,2024-04-06,Card,Referral,184.11
5809,1740,2023-05-18,Card,Email,369.93
5810,1077,2023-05-16,PayPal,Referral,411.2
5811,1283,2023-09-02,Card,Referral,240.81
5812,92,2023-05-21,Card,Paid Ads,153.93
5813,1052,2024-01-15,Card,Paid Ads,172.65
5814,1493,2024-06-11,Card,Paid Ads,44.51
5815,445,2023-08-29,PayPal,Referral,366.77
5816,311,2023-03-12,Bank Transfer,Social Media,435.91
5817,240,2023-03-04,PayPal,Referral,270.75
5818,1855,2023-10-24,PayPal,Paid Ads,74.01
5819,1948,2023-12-07,Card,Paid Ads,476.2
5820,1991,2024-06-17,PayPal,Email,92.21
5821,1705,2023-06-03,Card,Referral,247.2
5822,1014,2024-03-16,Bank Transfer,Referral,296.91
5823,1133,2024-11-30,Card,Organic,313.17
5824,1810,2023-08-04,Card,Referral,154.25
5825,1113,2023-12-12,Bank Transfer,Organic,84.82
5826,367,2024-08-25,Card,Social Media,96.96
5827,1433,2023-04-14,Bank Transfer,Email,429.9
5828,125,2023-10-04,PayPal,Social Media,424.67
5829,1094,2023-08-05,PayPal,Paid Ads,258.74
5830,1805,2024-04-06,PayPal,Paid Ads,49.29
5831,288,2023-06-30,PayPal,Paid Ads,443.06
5832,1017,2024-10-25,Bank Transfer,Social Media,390.59
5833,686,2023-08-04,PayPal,Referral,199.12
5834,693,2024-09-04,Bank Transfer,Email,413.07
5835,888,2024-03-13,PayPal,Referral,90.05
5836,1101,2023-06-06,Bank Transfer,Paid Ads,445.93
5837,1852,2023-08-15,Card,Organic,125.3
5838,1633,2024-06-22,Card,Referral,273.64
5839,814,2024-04-24,PayPal,Email,326.3
5840,305,2024-11-27,Card,Paid Ads,407.89
5841,259,2024-03-15,Bank Transfer,Social Media,304.56
5842,1901,2023-04-17,Card,Social Media,328.67
5843,1472,2024-04-24,Bank Transfer,Email,464.55
5844,148,2024-10-09,Bank Transfer,Email,243.63
5845,1914,2024-07-15,Bank Transfer,Paid Ads,462.76
5846,725,2023-12-19,Card,Social Media,79.66
5847,1450,2024-04-20,Bank Transfer,Referral,187.36
5848,575,2023-07-20,Bank Transfer,Referral,106.24
5849,726,2024-03-23,Card,Organic,38.64
5850,1365,2023-05-22,Bank Transfer,Organic,470.93
5851,889,2023-10-09,Bank Transfer,Social Media,466.41
5852,1194,2023-02-09,Card,Organic,192.85
5853,1219,2023-06-12,Card,Referral,159.36
5854,658,2024-11-16,Bank Transfer,Social Media,406.65
5855,1739,2024-04-22,Card,Email,424.85
5856,1918,2023-10-06,Bank Transfer,Social Media,92.6
5857,1174,2024-08-03,PayPal,Social Media,364.3
5858,540,2024-10-27,Bank Transfer,Organic,37.31
5859,1889,2024-11-11,Bank Transfer,Organic,380.95
5860,915,2023-06-08,PayPal,Organic,96.34
5861,1340,2024-01-06,Card,Organic,65.96
5862,349,2024-06-21,PayPal,Email,249.58
5863,1497,2024-12-25,Card,Referral,260.65
5864,846,2024-10-13,PayPal,Paid Ads,170.71
5865,1253,2024-04-09,Bank Transfer,Organic,179.69
5866,414,2023-11-14,Bank Transfer,Referral,126.15
5867,61,2024-09-19,Bank Transfer,Referral,135.62
5868,1465,2023-04-22,PayPal,Referral,411.36
5869,1695,2023-11-08,Card,Email,324.59
5870,1041,2023-10-07,PayPal,Referral,320.0
5871,1428,2023-10-09,Card,Referral,457.46
5872,1218,2024-08-02,Card,Organic,170.33
5873,581,2023-05-29,PayPal,Email,332.38
5874,1944,2023-05-31,Card,Referral,292.47
5875,1352,2024-10-20,PayPal,Referral,49.14
5876,1476,2023-10-19,Card,Organic,353.12
5877,1048,2024-03-02,PayPal,Paid Ads,45.22
5878,1967,2024-06-09,Card,Referral,281.28
5879,1006,2024-08-29,Bank Transfer,Social Media,450.87
5880,894,2024-12-18,PayPal,Paid Ads,43.78
5881,1230,2024-08-28,PayPal,Paid Ads,342.53
5882,895,2023-12-01,Bank Transfer,Referral,438.81
5883,207,2024-04-08,PayPal,Referral,364.94
5884,1781,2024-10-24,PayPal,Social Media,287.14
5885,339,2023-07-28,Card,Social Media,117.46
5886,490,2023-08-16,PayPal,Organic,73.47
5887,1573,2024-12-03,PayPal,Email,117.45
5888,928,2023-03-05,Bank Transfer,Paid Ads,327.41
5889,1781,2023-02-01,Bank Transfer,Referral,387.83
5890,1807,2024-08-26,Bank Transfer,Referral,206.68
5891,1250,2023-03-22,PayPal,Social Media,299.02
5892,1483,2024-11-13,Bank Transfer,Paid Ads,330.77
5893,846,2023-05-03,Bank Transfer,Organic,291.43
5894,804,2024-10-26,Card,Social Media,386.13
5895,1975,2023-03-15,Bank Transfer,Referral,207.92
5896,1698,2023-09-07,PayPal,Email,331.29
5897,1058,2024-01-31,Card,Referral,115.3
5898,1226,2023-02-10,Bank Transfer,Referral,438.33
5899,1659,2024-09-19,PayPal,Social Media,453.03
5900,960,2024-01-12,PayPal,Organic,293.3
5901,402,2024-11-13,Bank Transfer,Organic,53.07
5902,1795,2023-06-02,PayPal,Referral,226.0
5903,410,2024-10-23,PayPal,Referral,171.21
5904,773,2024-09-09,PayPal,Email,352.5
5905,370,2023-10-16,PayPal,Organic,181.3
5906,1293,2023-01-28,PayPal,Social Media,460.98
5907,1434,2024-01-06,PayPal,Organic,255.62
5908,1127,2024-04-12,Card,Social Media,33.27
5909,1271,2024-03-12,Bank Transfer,Email,151.18
5910,368,2023-02-19,Bank Transfer,Organic,116.17
5911,1850,2023-11-16,Card,Social Media,321.67
5912,766,2024-06-23,Card,Paid Ads,153.57
5913,1194,2023-01-06,Card,Referral,54.75
5914,1127,2024-08-17,Card,Paid Ads,348.71
5915,1849,2024-04-15,Card,Email,275.73
5916,601,2023-12-06,Card,Paid Ads,152.44
5917,1033,2023-07-03,PayPal,Organic,261.5
5918,989,2023-03-05,Bank Transfer,Email,461.05
5919,1340,2023-05-08,Card,Referral,281.85
5920,772,2023-06-17,Card,Referral,72.62
5921,771,2023-07-03,Bank Transfer,Email,437.28
5922,1018,2023-07-13,PayPal,Social Media,257.54
5923,1636,2024-05-20,Card,Organic,173.57
5924,1852,2024-09-07,Card,Paid Ads,298.57
5925,961,2024-10-09,Card,Referral,443.39
5926,1721,2023-11-10,Bank Transfer,Organic,463.96
5927,114,2024-09-03,PayPal,Social Media,256.07
5928,1723,2023-02-27,PayPal,Organic,324.11
5929,934,2024-04-30,Bank Transfer,Social Media,60.35
5930,1946,2024-12-09,Bank Transfer,Referral,118.06
5931,1550,2024-11-08,Bank Transfer,Organic,246.37
5932,1084,2024-10-01,Card,Referral,68.47
5933,154,2023-05-26,Bank Transfer,Organic,243.78
5934,459,2023-02-10,PayPal,Referral,363.36
5935,371,2024-10-26,Card,Email,147.26
5936,557,2024-09-30,Card,Paid Ads,253.24
5937,1552,2024-11-18,Bank Transfer,Organic,476.9
5938,1079,2023-10-25,Card,Email,84.97
5939,283,2023-09-02,Card,Referral,157.06
5940,196,2024-11-19,Card,Social Media,327.35
5941,609,2024-11-06,Card,Referral,198.69
5942,1448,2023-06-09,PayPal,Organic,494.26
5943,908,2024-07-16,PayPal,Organic,41.21
5944,453,2023-12-29,Card,Organic,242.77
5945,364,2024-06-30,PayPal,Referral,98.0
5946,874,2024-05-20,PayPal,Paid Ads,429.88
5947,684,2024-03-31,Bank Transfer,Organic,32.16
5948,611,2024-03-05,Bank Transfer,Social Media,296.58
5949,586,2023-07-25,Card,Email,166.88
5950,1057,2024-06-23,PayPal,Social Media,296.09
5951,1338,2023-12-13,Bank Transfer,Referral,116.02
5952,1551,2024-08-17,Bank Transfer,Email,207.05
5953,778,2023-09-21,Card,Social Media,27.95
5954,763,2024-09-03,PayPal,Social Media,297.05
5955,1069,2024-09-11,PayPal,Email,380.69
5956,648,2024-09-22,Card,Paid Ads,339.94
5957,498,2023-11-02,PayPal,Referral,158.88
5958,1176,2023-08-16,PayPal,Organic,439.15
5959,122,2024-11-22,Bank Transfer,Social Media,423.48
5960,1847,2023-04-07,PayPal,Referral,356.86
5961,912,2024-01-18,Card,Social Media,32.09
5962,1214,2023-05-31,PayPal,Email,199.01
5963,283,2023-04-24,PayPal,Email,404.85
5964,1957,2023-02-12,Bank Transfer,Social Media,343.28
5965,1754,2024-08-27,Card,Referral,407.54
5966,1295,2023-04-09,Bank Transfer,Social Media,363.7
5967,1507,2023-07-22,PayPal,Paid Ads,66.99
5968,1206,2024-12-24,PayPal,Social Media,473.89
5969,1698,2024-09-27,Bank Transfer,Referral,164.44
5970,1943,2024-02-06,Card,Social Media,344.82
5971,11,2024-03-06,Card,Email,199.93
5972,121,2024-05-05,PayPal,Social Media,218.42
5973,481,2023-04-16,Card,Paid Ads,191.76
5974,1850,2024-12-19,Bank Transfer,Paid Ads,149.94
5975,1186,2024-01-16,PayPal,Organic,469.82
5976,212,2024-12-19,Card,Referral,472.11
5977,1349,2024-06-15,Bank Transfer,Social Media,260.66
5978,866,2024-12-06,PayPal,Email,107.22
5979,934,2023-09-05,Bank Transfer,Social Media,194.03
5980,741,2023-07-14,PayPal,Organic,377.58
5981,1813,2023-12-07,Bank Transfer,Paid Ads,389.99
5982,1998,2024-12-28,Bank Transfer,Paid Ads,404.04
5983,1082,2024-01-14,Card,Social Media,458.81
5984,1699,2024-07-01,Bank Transfer,Email,480.41
5985,1424,2024-02-14,Bank Transfer,Email,383.12
5986,1817,2024-01-20,PayPal,Referral,406.81
5987,1895,2023-01-06,PayPal,Organic,83.79
5988,1272,2023-05-03,Bank Transfer,Paid Ads,385.79
5989,458,2023-01-01,Bank Transfer,Referral,161.75
5990,28,2023-12-26,Bank Transfer,Social Media,102.73
5991,1899,2023-12-31,Bank Transfer,Organic,434.15
5992,606,2023-03-11,Bank Transfer,Social Media,67.82
5993,1903,2024-03-16,Bank Transfer,Social Media,299.37
5994,952,2024-07-18,PayPal,Referral,471.43
5995,146,2023-11-12,Bank Transfer,Social Media,80.93
5996,1830,2023-05-14,Card,Email,65.84
5997,1093,2024-06-23,Card,Email,229.84
5998,245,2024-05-16,Bank Transfer,Social Media,429.27
5999,879,2024-07-15,Bank Transfer,Organic,273.32
6000,866,2024-05-20,Card,Organic,137.07
6001,157,2024-08-29,Card,Email,218.7
6002,318,2024-03-17,Card,Social Media,284.97
6003,91,2023-10-11,PayPal,Social Media,299.52
6004,315,2023-01-29,Card,Email,383.71
6005,1337,2024-10-07,Bank Transfer,Referral,448.59
6006,776,2024-12-13,PayPal,Paid Ads,459.71
6007,1573,2024-08-06,Bank Transfer,Paid Ads,75.8
6008,188,2023-06-20,Card,Email,494.61
6009,1256,2023-02-05,Card,Email,315.17
6010,85,2023-09-15,Card,Referral,66.61
6011,393,2023-12-05,Card,Organic,408.91
6012,356,2024-07-05,Card,Organic,99.97
6013,1770,2024-05-26,Bank Transfer,Email,421.62
6014,354,2024-12-22,Card,Paid Ads,185.55
6015,1236,2024-11-20,Bank Transfer,Organic,422.27
6016,1589,2024-07-06,Bank Transfer,Social Media,342.75
6017,1788,2024-07-04,Card,Referral,236.98
6018,619,2024-09-06,Card,Social Media,253.0
6019,1192,2023-12-25,PayPal,Referral,363.4
6020,1568,2023-08-04,Card,Referral,401.23
6021,800,2023-11-28,Bank Transfer,Referral,233.05
6022,519,2023-06-27,Bank Transfer,Paid Ads,370.11
6023,1244,2024-02-04,PayPal,Organic,321.74
6024,1721,2024-02-19,Card,Email,489.59
6025,1882,2023-10-14,Bank Transfer,Organic,123.77
6026,1372,2024-07-23,PayPal,Email,301.46
6027,1754,2024-05-11,PayPal,Social Media,269.13
6028,1942,2023-06-30,Card,Email,397.31
6029,618,2023-03-05,PayPal,Social Media,487.22
6030,1741,2023-05-28,PayPal,Paid Ads,71.63
6031,1431,2023-07-30,Bank Transfer,Referral,345.66
6032,56,2024-04-29,PayPal,Referral,334.3
6033,959,2023-03-06,PayPal,Paid Ads,225.76
6034,1721,2023-03-27,PayPal,Social Media,484.96
6035,544,2023-04-23,Card,Social Media,256.87
6036,149,2023-09-27,Bank Transfer,Email,55.21
6037,576,2023-05-09,Card,Social Media,453.25
6038,40,2023-10-13,Card,Referral,171.39
6039,314,2023-11-24,PayPal,Paid Ads,176.41
6040,1445,2024-01-05,Card,Social Media,355.09
6041,913,2024-12-20,Card,Referral,181.24
6042,1439,2023-12-30,Bank Transfer,Referral,22.5
6043,268,2024-03-13,Bank Transfer,Referral,429.2
6044,1491,2023-12-18,PayPal,Referral,105.07
6045,657,2024-07-12,Card,Email,35.86
6046,692,2024-12-16,PayPal,Referral,27.76
6047,1457,2023-03-24,Card,Social Media,209.16
6048,899,2023-08-19,Bank Transfer,Referral,250.43
6049,540,2023-12-08,Card,Email,367.86
6050,1550,2024-09-01,Bank Transfer,Social Media,121.42
6051,632,2024-12-31,Card,Paid Ads,116.86
6052,1374,2024-02-08,PayPal,Organic,498.54
6053,1358,2024-12-26,Bank Transfer,Email,283.1
6054,1657,2023-03-03,PayPal,Organic,476.05
6055,952,2023-10-14,Bank Transfer,Organic,344.91
6056,841,2023-09-21,PayPal,Social Media,272.65
6057,1477,2023-02-05,Card,Email,320.74
6058,1117,2023-06-08,Bank Transfer,Paid Ads,194.4
6059,839,2023-10-23,PayPal,Paid Ads,403.49
6060,421,2023-09-30,PayPal,Organic,111.71
6061,654,2024-05-10,PayPal,Organic,228.73
6062,1373,2023-05-27,PayPal,Email,242.36
6063,851,2023-02-15,Card,Paid Ads,144.63
6064,312,2024-11-12,Card,Paid Ads,301.36
6065,168,2023-03-18,Card,Organic,485.04
6066,831,2023-07-05,PayPal,Social Media,36.67
6067,215,2024-03-02,Card,Referral,157.26
6068,652,2024-01-09,Bank Transfer,Social Media,431.23
6069,1211,2023-07-25,Bank Transfer,Organic,191.32
6070,1124,2024-06-28,PayPal,Email,37.18
6071,1446,2023-12-13,Card,Referral,72.33
6072,1975,2024-01-22,Card,Referral,92.45
6073,1006,2023-04-02,PayPal,Referral,467.64
6074,473,2024-04-13,Bank Transfer,Referral,150.73
6075,1953,2024-04-30,PayPal,Email,387.17
6076,59,2023-05-20,Bank Transfer,Paid Ads,284.28
6077,1177,2024-11-19,PayPal,Social Media,193.05
6078,1973,2024-10-11,PayPal,Social Media,415.95
6079,1356,2023-06-16,PayPal,Referral,303.83
6080,465,2023-07-06,PayPal,Referral,461.87
6081,1985,2023-07-08,PayPal,Referral,311.42
6082,986,2024-12-10,PayPal,Organic,313.85
6083,1248,2023-11-28,Card,Paid Ads,197.45
6084,1949,2023-12-21,Card,Social Media,419.55
6085,1769,2023-12-05,PayPal,Paid Ads,192.0
6086,990,2024-06-02,Card,Email,245.6
6087,217,2023-08-25,PayPal,Organic,82.78
6088,1652,2023-01-19,Bank Transfer,Referral,142.86
6089,388,2024-09-30,Card,Referral,389.91
6090,1348,2023-10-17,PayPal,Paid Ads,348.74
6091,1390,2024-11-21,PayPal,Paid Ads,167.86
6092,186,2023-08-09,Bank Transfer,Paid Ads,41.63
6093,1976,2023-03-22,Card,Paid Ads,457.69
6094,1175,2024-05-18,PayPal,Organic,476.57
6095,503,2024-05-01,Card,Email,186.57
6096,1136,2024-10-09,Card,Social Media,207.33
6097,1945,2023-07-01,Card,Organic,138.48
6098,1136,2023-01-10,Bank Transfer,Referral,274.33
6099,979,2024-10-15,Card,Social Media,442.63
6100,362,2023-04-14,PayPal,Email,440.05
6101,586,2024-08-27,Card,Referral,234.98
6102,968,2023-05-02,Card,Referral,305.2
6103,422,2023-02-26,Card,Referral,95.99
6104,1008,2024-10-18,Card,Referral,473.19
6105,637,2024-06-29,Bank Transfer,Paid Ads,305.93
6106,698,2024-01-30,Card,Social Media,131.51
6107,1535,2024-02-15,PayPal,Email,24.48
6108,514,2023-02-05,PayPal,Social Media,453.55
6109,1282,2024-07-08,PayPal,Organic,378.71
6110,799,2023-12-27,PayPal,Email,182.92
6111,712,2024-05-07,PayPal,Email,271.83
6112,337,2024-08-15,Bank Transfer,Social Media,84.69
6113,686,2024-07-15,Card,Referral,129.73
6114,1765,2023-03-17,PayPal,Email,438.83
6115,1963,2023-02-03,PayPal,Paid Ads,285.84
6116,1306,2023-03-26,Card,Social Media,120.89
6117,1959,2023-02-09,Bank Transfer,Email,484.93
6118,549,2023-12-30,Bank Transfer,Social Media,61.69
6119,1633,2023-04-09,Bank Transfer,Paid Ads,241.39
6120,564,2023-06-15,PayPal,Referral,379.2
6121,1949,2024-04-27,Card,Referral,465.57
6122,948,2023-01-19,PayPal,Paid Ads,292.26
6123,1150,2023-05-17,Bank Transfer,Organic,81.77
6124,1765,2023-07-31,Card,Organic,414.52
6125,279,2023-05-10,Card,Referral,119.81
6126,449,2023-12-10,Card,Organic,188.8
6127,435,2023-05-25,Bank Transfer,Referral,73.61
6128,173,2024-07-31,PayPal,Social Media,467.51
6129,218,2024-09-13,Bank Transfer,Email,136.07
6130,1545,2024-01-31,Bank Transfer,Paid Ads,149.68
6131,1852,2024-08-29,PayPal,Referral,445.39
6132,177,2023-07-30,PayPal,Organic,398.24
6133,41,2024-12-22,Bank Transfer,Paid Ads,320.05
6134,1092,2023-02-28,PayPal,Email,40.55
6135,1498,2024-11-19,PayPal,Paid Ads,86.19
6136,1453,2023-06-02,PayPal,Paid Ads,234.53
6137,1403,2024-07-19,Bank Transfer,Paid Ads,445.96
6138,1756,2024-10-22,Bank Transfer,Paid Ads,387.16
6139,580,2023-04-17,PayPal,Referral,326.04
6140,777,2024-04-10,Card,Paid Ads,326.32
6141,871,2023-12-24,PayPal,Email,384.54
6142,1509,2023-09-26,Card,Email,386.44
6143,706,2023-05-23,Bank Transfer,Referral,470.48
6144,451,2023-03-02,Card,Social Media,490.45
6145,728,2024-04-06,Bank Transfer,Social Media,339.68
6146,758,2024-02-24,PayPal,Referral,185.77
6147,389,2023-03-22,Card,Social Media,63.3
6148,1567,2023-01-24,Card,Referral,324.4
6149,245,2024-12-23,Card,Referral,67.21
6150,33,2024-02-28,Card,Organic,413.99
6151,1458,2024-06-13,Bank Transfer,Paid Ads,315.43
6152,400,2024-12-07,Card,Email,40.36
6153,1917,2024-03-25,Card,Email,475.13
6154,1958,2024-06-24,PayPal,Paid Ads,168.74
6155,1406,2023-12-23,PayPal,Email,109.89
6156,1446,2024-01-12,Bank Transfer,Social Media,50.03
6157,597,2024-05-24,Card,Organic,423.52
6158,1111,2023-11-14,Bank Transfer,Paid Ads,24.82
6159,516,2024-12-26,Card,Referral,116.79
6160,1044,2023-10-05,Card,Social Media,93.98
6161,569,2024-02-16,PayPal,Organic,86.94
6162,1832,2023-10-05,Card,Referral,316.89
6163,49,2023-12-16,Bank Transfer,Referral,123.62
6164,1967,2023-01-23,Bank Transfer,Social Media,384.41
6165,677,2023-09-12,Bank Transfer,Organic,95.03
6166,1499,2024-01-17,PayPal,Paid Ads,173.55
6167,893,2024-04-09,Bank Transfer,Email,47.7
6168,1095,2024-11-15,Card,Organic,455.21
6169,83,2024-04-16,PayPal,Email,190.68
6170,1228,2023-10-17,Card,Social Media,223.83
6171,407,2023-07-08,Card,Organic,198.42
6172,743,2024-12-15,Card,Email,153.64
6173,595,2023-04-11,Card,Email,397.67
6174,1525,2023-12-22,PayPal,Organic,172.82
